silk_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,101,105,109,113,117,121,124,129,133,137,141
1,2.0000999999999998,NA,NA,NA,15.9999,NA,NA,NA,33.9999,NA,NA,NA,123.9999,NA,NA,NA,32.0001,33.9999,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,9.9999,NA,NA,44.0001,NA,NA,NA,56.000099999999996,NA,NA,NA,18,NA,NA,NA,75.9999,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,9.9999,NA,NA,NA,21.9999,NA,NA,NA,20.0001,NA,NA,NA,21.9999,NA,NA,NA,9.9999,NA,NA,NA,24,NA,NA,NA,18,NA,NA,NA,6,NA,NA,NA,63.999900000000004,NA,NA,NA,33.9999,NA,NA,NA,14.0001,NA,NA,NA,18,NA,NA,NA,12,NA,NA,NA,20.0001,NA,NA,NA,51.999900000000004,NA,NA,NA,38.0001,NA,NA,NA,21.9999,NA,NA,NA,3.9999,NA,NA,NA,15.9999,NA,NA,NA,15.9999,NA,NA,NA,15.9999,NA,NA,NA,39.9999,NA,32.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2.0000999999999998,NA,NA,NA,9.9999,NA,NA,NA,8.0001,NA,NA,NA,50.000099999999996,NA,NA,NA,98.0001,NA,NA,NA,80.0001,NA,NA,NA,104.0001,NA,NA,NA,44.0001,NA,NA,NA,63.999900000000004,NA,NA,NA,57.999900000000004,NA,NA,NA,24,NA,NA,NA,93.9999,NA,NA,NA,9.9999,NA,NA,NA,44.0001,NA,NA,NA,9.9999,NA,NA,NA,44.0001,NA,NA,NA,69.9999,NA,NA,NA,54,NA,NA,NA,51.999900000000004,NA,NA,NA,51.999900000000004,NA,NA,NA,39.9999,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0,NA,NA,NA,1.8837000000000002,NA,NA,NA,11.3016,NA,NA,NA,69.69300000000001,NA,NA,NA,177.05790000000002,NA,NA,NA,22.6032,NA,NA,NA,30.1374,NA,NA,NA,54.624300000000005,NA,NA,NA,30.1374,NA,NA,NA,20.7195,NA,NA,NA,16.9524,NA,NA,NA,7.5344999999999995,NA,NA,NA,28.253999999999998,NA,NA,NA,30.1374,NA,NA,NA,9.4179,NA,NA,NA,1.8837000000000002,NA,NA,NA,1.8837000000000002,NA,NA,NA,0,NA,NA,NA,11.3016,NA,NA,NA,5.6508,NA,NA,NA,7.5344999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,8.0001,NA,NA,NA,21.9999,NA,NA,NA,26.000100000000003,NA,NA,NA,21.9999,NA,NA,NA,15.9999,NA,NA,NA,2.0000999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,NA,NA,NA,2.0000999999999998,NA,NA,NA,12,NA,NA,NA,6,NA,NA,NA,9.9999,NA,NA,NA,8.0001,NA,NA,NA,8.0001,NA,NA,NA,6,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,15.9999,NA,NA,NA,8.0001,NA,NA,NA,9.9999,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,2.0000999999999998,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,11.2623,NA,NA,NA,33.7869,NA,NA,NA,11.2623,NA,NA,NA,58.1886,NA,NA,NA,NA,NA,NA,NA,41.2953,0,NA,NA,5.6312999999999995,NA,NA,NA,9.385200000000001,NA,NA,NA,9.385200000000001,NA,NA,NA,28.155900000000003,NA,NA,NA,22.5246,NA,NA,NA,26.278800000000004,NA,NA,NA,9.385200000000001,NA,NA,NA,37.5411,NA,NA,NA,15.016499999999999,NA,NA,NA,13.139400000000002,NA,NA,NA,20.6475,NA,NA,NA,24.4017,NA,NA,NA,15.016499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,12,NA,NA,NA,26.000100000000003,NA,NA,NA,36,NA,NA,NA,56.000099999999996,NA,NA,NA,15.9999,NA,NA,NA,9.9999,NA,NA,NA,9.9999,NA,NA,NA,20.0001,NA,NA,NA,42,NA,NA,NA,30,NA,NA,NA,14.0001,NA,NA,NA,8.0001,NA,NA,NA,2.0000999999999998,NA,NA,NA,36,NA,NA,NA,48,NA,NA,NA,9.9999,NA,NA,NA,20.0001,NA,NA,NA,15.9999,NA,NA,NA,0,NA,NA,NA,8.0001,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,33.9999,NA,NA,NA,18,NA,NA,NA,14.0001,NA,NA,NA,21.9999,NA,NA,NA,6,NA,NA,NA,8.0001,NA,NA,NA,8.0001,NA,NA,NA,3.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,51.999900000000004,NA,NA,NA,108,NA,NA,NA,123.9999,NA,NA,NA,57.999900000000004,NA,NA,NA,122.0001,NA,NA,NA,60,NA,NA,NA,294,NA,NA,NA,1071.9999,NA,NA,NA,243.99989999999997,NA,NA,NA,729.9999,NA,NA,NA,1364.0001,NA,NA,NA,500.0001,NA,NA,NA,734.0001,NA,NA,NA,255.99989999999997,NA,NA,NA,506.0001,NA,NA,NA,363.99989999999997,NA,NA,NA,624,NA,NA,NA,672,NA,NA,NA,572.0001,NA,NA,NA,432,NA,NA,NA,356.00010000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,24,NA,NA,NA,51.999900000000004,NA,NA,NA,8.0001,NA,NA,NA,33.9999,NA,NA,NA,74.0001,NA,NA,NA,81.9999,NA,NA,NA,69.9999,NA,NA,NA,30,NA,NA,NA,108,NA,NA,NA,336,NA,NA,NA,74.0001,NA,NA,NA,75.9999,NA,NA,NA,441.9999,NA,NA,NA,630,NA,NA,NA,326.00010000000003,NA,NA,NA,24,NA,NA,NA,8.0001,NA,NA,NA,14.0001,NA,NA,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
